Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Elkhart Central High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Elkhart Community Schools,Elkhart,n/a,2,http://www.blueblazers.org/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
Elkhart Memorial High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Elkhart Community Schools,Elkhart,n/a,2,http://www.emhschargers.org/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
Elkhart WorkOne,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Elkhart County out of school youth,Elkhart,n/a,2,http://www.gotoworkone.com/home/index.asp?page=299 ,Larry King,lking@gotoworkonenw.com,574-780-1254
Fulton WorkOne,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Fulton County out of school youth,Fulton,n/a,2,http://www.gotoworkone.com/home/index.asp?page=300 ,Larry King,lking@gotoworkonenw.com,574-780-1254
Goshen High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Goshen Community Schools,Elkhart,n/a,2,http://ghs.goshenschools.org/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
Goshen Merit Learning Center,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.","Serves 5 of the 7 Elkhart County school corporations. Sending schools: Goshen High School, Concord High School, Fairfield High School, Jimtown High School, Northridge High School",Elkhart,n/a,2,https://merit.goshenschools.org/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
Kosciusko County Head Start,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Mentone, 1 location in North Webster, 1 location in Warsaw",Kosciusko,n/a,2,http://www.cardinalservices.org ,Not Readily Available,lynne.dittman@cardinalservices.org,(574) 267-2451 x1463
Kosciusko WorkOne,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Kosciusko County out of school youth,Kosciusko,n/a,2,http://www.gotoworkone.com/home/index.asp?page=301 ,Larry King,lking@gotoworkonenw.com,574-780-1254
Marshall Starke Development Center,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Culver, 1 location in Knox, 1 location in North Judson, 1 location in Plymouth",Marshall,Starke,2,www.marshall-starke.org ,Not Readily Available,jpollitt@marshall-starke.org,(574) 936-7885 x131
Marshall WorKOne,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Marshall County out of school youth,Marshall,n/a,2,http://www.gotoworkone.com/home/index.asp?page=302 ,Larry King,lking@gotoworkonenw.com,574-780-1254
Mishawaka High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",School City of Mishawaka,StJoseph,n/a,2,http://scm.mishawaka.k12.in.us/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
North Central Area Voc Cooperative,CTE Center,Education for the careers of tomorrow.,"School Corporations : #5455 Culver, #7495 Oregon Davis, #7515 North Judson-San Pierre, #7525 Knox, #5470 Argos, #5485 Plymouth, #5495 Triton, #7150 John Glenn, #7215 Union-North United, #2645 Rochester ",Marshall,"Fulton, Pulaski, Starke",2,www.ncavc.info,Albert Hanselman,ahanselman@plymouth.k12.in.us,574-914-4884
Plymouth High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Plymouth Community School Corporation,Marshall,n/a,2,http://www.plymouth.k12.in.us/plymouth-high-school/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
Rise Up Academy,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Bend Community School Corporation,StJoseph,n/a,2,https://www.edline.net/pages/Bendix_School ,Larry King,lking@gotoworkonenw.com,574-780-1254
Rochester High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Rochester Community School Corporattion,Fulton,n/a,2,http://rhs.zebras.net/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
South Bend Adams High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Bend Community School Corporation,StJoseph,n/a,2,https://www.edline.net/pages/AdamsHS ,Larry King,lking@gotoworkonenw.com,574-780-1254
South Bend Career Academy,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Charter School--South Bend IN,StJoseph,n/a,2,http://www.careeracademysb.com/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
South Bend Clay High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Bend Community School Corporation,StJoseph,n/a,2,https://www.edline.net/pages/ClayHS ,Larry King,lking@gotoworkonenw.com,574-780-1254
South Bend Community School Corporation,CTE Center,Dream it. Do it. Become it.,School Corporations : #7205 South Bend,StJoseph,n/a,2,www.sbcsc.k12.in.us/cte,Laura Marzotto,lmarzotto@sbcsc.k12.in.us,574-283-7947
South Bend Riley High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Bend Community School Corporation,StJoseph,n/a,2,https://www.edline.net/pages/RileyHS/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
South Bend Washington High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Bend Community School Corporation,StJoseph,n/a,2,https://www.edline.net/pages/WashingtonHS ,Larry King,lking@gotoworkonenw.com,574-780-1254
St. Joseph Workone ,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",St. Joseph County out of school youth,StJoseph,n/a,2,http://www.gotoworkone.com/home/index.asp?page=303 ,Larry King,lking@gotoworkonenw.com,574-780-1254
Tippecanoe High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Tippecanoe Valley School Corporation,Kosciusko,n/a,2,http://tvhs.tvsc.k12.in.us/ ,Larry King,lking@gotoworkonenw.com,574-780-1254
